iter	RMSE
939	2359.943856
940	2358.458303
941	2357.196005
942	2355.868609
943	2355.026162
944	2354.368029
945	2353.465244
946	2350.264973
947	2349.33561
948	2348.392147
949	2347.09253
950	2345.981177
951	2345.076955
952	2342.693711
953	2341.419103
954	2341.262589
955	2339.010202
956	2338.41836
957	2336.958781
958	2336.205239
959	2333.462366
960	2332.22321
961	2331.129877
962	2329.918248
963	2328.319567
964	2327.616529
965	2326.962497
966	2325.384532
967	2324.784744
968	2324.244353
969	2323.474774
970	2322.736996
971	2321.558747
972	2321.008996
973	2320.057861
974	2318.577608
975	2317.165535
976	2315.662711
977	2314.964195
978	2312.933894
979	2311.502863
980	2309.953295
981	2308.851925
982	2307.613036
983	2305.326724
984	2304.397007
985	2303.717863
986	2302.916264
987	2302.159065
988	2300.885674
989	2298.895014
990	2297.518638
991	2295.241787
992	2294.025355
993	2292.036332
994	2291.846546
995	2290.691051
996	2289.294179
997	2288.131129
998	2287.015946
999	2286.137182
