iter	Passed	Remaining
395	1617	2467
396	1619	2460
397	1621	2453
398	1624	2446
399	1626	2439
400	1628	2432
401	1630	2425
402	1632	2418
403	1634	2411
404	1636	2403
405	1638	2396
406	1640	2389
407	1642	2383
408	1644	2376
409	1646	2369
410	1648	2362
411	1650	2355
412	1652	2348
413	1654	2341
414	1656	2334
415	1658	2327
416	1660	2320
417	1662	2314
418	1664	2307
419	1666	2300
420	1668	2294
421	1670	2287
422	1672	2280
423	1673	2274
424	1675	2267
425	1677	2260
426	1679	2253
427	1681	2247
428	1683	2240
429	1685	2234
430	1687	2227
431	1689	2221
432	1691	2214
433	1693	2208
434	1695	2201
435	1697	2195
436	1698	2188
437	1700	2182
438	1702	2176
439	1704	2169
440	1706	2163
441	1708	2157
442	1710	2151
443	1712	2144
444	1714	2138
445	1716	2132
446	1718	2126
447	1720	2120
448	1722	2114
449	1724	2107
450	1726	2101
451	1728	2095
452	1730	2089
453	1732	2083
454	1734	2077
455	1736	2071
456	1738	2065
457	1740	2059
458	1742	2053
459	1744	2047
460	1746	2041
461	1748	2035
462	1750	2030
463	1752	2024
464	1754	2018
465	1756	2012
466	1758	2007
467	1760	2001
468	1762	1995
469	1764	1989
470	1766	1983
471	1768	1978
472	1770	1972
473	1772	1966
474	1774	1961
475	1776	1955
476	1778	1950
477	1780	1944
478	1782	1938
479	1784	1933
480	1786	1927
481	1788	1922
482	1790	1916
483	1792	1910
484	1794	1905
485	1795	1899
486	1797	1893
487	1799	1888
488	1801	1882
489	1803	1877
490	1805	1871
491	1807	1866
492	1809	1861
493	1811	1855
494	1813	1850
495	1815	1844
496	1817	1839
497	1819	1833
498	1820	1828
499	1822	1822
500	1824	1817
501	1826	1812
502	1828	1806
503	1830	1801
504	1832	1796
505	1834	1791
506	1836	1785
507	1838	1780
508	1840	1775
509	1841	1769
510	1843	1764
511	1845	1759
512	1848	1754
513	1849	1749
514	1851	1743
515	1853	1738
516	1855	1733
517	1857	1728
518	1859	1723
519	1861	1717
520	1862	1712
521	1864	1707
522	1866	1702
523	1868	1697
524	1870	1692
525	1871	1686
526	1873	1681
527	1875	1676
528	1877	1671
529	1879	1666
530	1881	1661
531	1883	1656
532	1884	1651
533	1886	1646
534	1888	1641
535	1890	1636
536	1891	1631
537	1893	1626
538	1895	1621
539	1897	1616
540	1899	1611
541	1901	1606
542	1902	1601
543	1904	1596
544	1906	1591
545	1908	1586
546	1910	1581
547	1911	1576
548	1913	1572
549	1915	1567
550	1917	1562
551	1919	1557
552	1920	1552
553	1922	1547
554	1924	1543
555	1926	1538
556	1928	1533
557	1929	1528
558	1931	1523
559	1933	1519
560	1935	1514
561	1937	1509
562	1939	1505
563	1941	1500
564	1943	1496
565	1945	1491
566	1946	1486
567	1948	1482
568	1950	1477
569	1952	1472
570	1954	1468
571	1956	1463
572	1958	1459
573	1959	1454
574	1961	1449
575	1963	1445
576	1965	1440
577	1967	1436
578	1968	1431
579	1970	1427
580	1972	1422
581	1974	1418
582	1976	1413
583	1978	1408
584	1979	1404
585	1981	1400
586	1983	1395
587	1985	1390
588	1986	1386
589	1988	1382
590	1990	1377
591	1992	1373
592	1994	1368
593	1998	1366
594	2000	1361
595	2001	1357
596	2003	1352
597	2005	1348
598	2007	1343
599	2008	1339
600	2010	1334
601	2012	1330
602	2014	1326
603	2016	1321
604	2017	1317
605	2019	1313
606	2021	1309
607	2023	1304
608	2025	1300
609	2027	1296
610	2029	1291
611	2031	1287
612	2032	1283
613	2034	1279
614	2036	1274
615	2038	1270
616	2039	1266
617	2041	1262
618	2043	1257
619	2045	1253
620	2047	1249
621	2048	1245
622	2050	1241
623	2052	1236
624	2054	1232
625	2056	1228
626	2058	1224
627	2060	1220
628	2061	1216
629	2063	1211
630	2065	1207
631	2067	1203
632	2069	1199
633	2070	1195
634	2072	1191
635	2074	1187
636	2076	1183
637	2078	1179
638	2080	1175
639	2081	1171
640	2083	1167
641	2085	1162
642	2087	1159
643	2089	1154
644	2091	1150
645	2092	1146
646	2094	1142
647	2096	1138
648	2098	1134
649	2100	1130
650	2102	1126
651	2103	1122
652	2105	1119
653	2107	1115
654	2109	1111
655	2111	1107
656	2113	1103
657	2114	1099
658	2116	1095
659	2118	1091
660	2121	1087
661	2123	1084
662	2125	1080
663	2127	1076
664	2129	1072
665	2131	1069
666	2133	1065
667	2136	1061
668	2138	1057
669	2140	1054
670	2142	1050
671	2144	1046
672	2146	1043
673	2148	1039
674	2151	1035
675	2152	1031
676	2155	1028
677	2157	1024
678	2159	1020
679	2161	1017
680	2164	1013
681	2166	1010
682	2168	1006
683	2170	1002
684	2172	999
685	2174	995
686	2177	991
687	2179	988
688	2181	984
689	2183	980
690	2185	977
691	2187	973
692	2189	969
693	2191	966
694	2193	962
695	2195	958
696	2198	955
697	2200	951
698	2202	948
699	2204	944
700	2206	941
701	2208	937
702	2211	934
703	2213	930
704	2215	927
705	2217	923
706	2220	920
707	2222	916
708	2224	913
709	2226	909
710	2228	905
711	2230	902
712	2232	898
713	2234	894
714	2236	891
715	2238	887
716	2240	884
717	2242	880
718	2244	877
719	2246	873
720	2248	869
721	2250	866
722	2251	862
723	2254	859
724	2256	855
725	2258	852
726	2260	848
727	2262	845
728	2264	841
729	2266	838
730	2268	834
731	2270	831
732	2272	827
733	2274	824
734	2276	820
735	2278	817
736	2280	813
737	2282	810
738	2284	806
739	2286	803
740	2288	800
741	2291	796
742	2293	793
743	2295	789
744	2297	786
745	2299	782
746	2301	779
747	2303	776
748	2305	772
749	2308	769
750	2310	766
751	2312	762
752	2314	759
753	2316	755
754	2318	752
755	2320	749
756	2322	745
757	2324	742
758	2327	738
759	2329	735
760	2331	732
761	2333	728
762	2335	725
763	2336	721
764	2339	718
765	2341	715
766	2343	711
767	2345	708
768	2347	705
769	2349	701
770	2352	698
771	2355	695
772	2364	694
773	2367	691
774	2370	688
775	2372	684
776	2375	681
777	2377	678
778	2379	674
779	2381	671
780	2383	668
781	2386	665
782	2388	661
783	2390	658
784	2392	655
785	2394	651
786	2396	648
787	2399	645
788	2401	642
789	2403	638
790	2405	635
791	2407	632
792	2409	628
793	2411	625
794	2413	622
795	2415	619
796	2417	615
797	2419	612
798	2421	609
799	2423	605
800	2425	602
801	2427	599
802	2429	596
803	2432	592
804	2434	589
805	2436	586
806	2438	583
807	2443	580
808	2446	577
809	2449	574
810	2451	571
811	2461	569
812	2470	568
813	2474	565
814	2477	562
815	2479	559
816	2481	555
817	2484	552
818	2485	549
819	2488	546
820	2490	542
821	2492	539
822	2494	536
823	2496	533
824	2498	530
825	2500	526
826	2502	523
827	2505	520
828	2507	517
829	2509	514
830	2512	511
831	2515	507
832	2517	504
833	2519	501
834	2522	498
835	2524	495
836	2526	492
837	2528	488
838	2531	485
839	2533	482
840	2535	479
841	2537	476
842	2539	472
843	2541	469
844	2543	466
845	2545	463
846	2547	460
847	2550	457
848	2552	453
849	2554	450
850	2556	447
851	2558	444
852	2561	441
853	2563	438
854	2565	435
855	2567	431
856	2569	428
857	2571	425
858	2573	422
859	2575	419
860	2578	416
861	2580	413
862	2582	410
863	2585	406
864	2587	403
865	2589	400
866	2591	397
867	2593	394
868	2596	391
869	2598	388
870	2600	385
871	2602	381
872	2604	378
873	2605	375
874	2607	372
875	2609	369
876	2611	366
877	2613	363
878	2615	360
879	2617	356
880	2620	353
881	2622	350
882	2624	347
883	2626	344
884	2627	341
885	2629	338
886	2631	335
887	2633	332
888	2635	329
889	2637	325
890	2639	322
891	2641	319
892	2643	316
893	2645	313
894	2647	310
895	2649	307
896	2651	304
897	2653	301
898	2655	298
899	2657	295
900	2659	292
901	2661	289
902	2663	286
903	2665	283
904	2667	280
905	2669	277
906	2672	274
907	2674	270
908	2676	267
909	2678	264
910	2680	261
911	2682	258
912	2684	255
913	2686	252
914	2688	249
915	2690	246
916	2692	243
917	2694	240
918	2696	237
919	2698	234
920	2700	231
921	2702	228
922	2704	225
923	2706	222
924	2708	219
925	2710	216
926	2711	213
927	2713	210
928	2715	207
929	2717	204
930	2719	201
931	2721	198
932	2723	195
933	2725	192
934	2727	189
935	2729	186
936	2731	183
937	2733	180
938	2735	177
939	2737	174
940	2739	171
941	2741	168
942	2743	165
943	2745	162
944	2747	159
945	2749	156
946	2751	153
947	2753	151
948	2755	148
949	2757	145
950	2759	142
951	2761	139
952	2763	136
953	2765	133
954	2767	130
955	2769	127
956	2771	124
957	2773	121
958	2775	118
959	2777	115
960	2779	112
961	2781	109
962	2784	106
963	2785	104
964	2787	101
965	2789	98
966	2791	95
967	2793	92
968	2795	89
969	2798	86
970	2800	83
971	2802	80
972	2804	77
973	2806	74
974	2808	72
975	2810	69
976	2812	66
977	2814	63
978	2816	60
979	2818	57
980	2820	54
981	2822	51
982	2824	48
983	2826	45
984	2828	43
985	2830	40
986	2832	37
987	2834	34
988	2836	31
989	2838	28
990	2840	25
991	2842	22
992	2844	20
993	2846	17
994	2848	14
995	2850	11
996	2852	8
997	2854	5
998	2856	2
999	2858	0
9	5139	51
990	5142	46
991	5143	41
992	5146	36
993	5148	31
994	5152	25
995	5159	20
996	5163	15
997	5165	10
998	5169	5
999	5176	0
050	5
999	5052	0
