iter	RMSE
346	0.08462692422
347	0.08459808855
348	0.08455096676
349	0.08450387446
350	0.0844654392
351	0.08444456575
352	0.08441467784
353	0.08437090363
354	0.08434230524
355	0.08430260046
356	0.08427665529
357	0.08425022188
358	0.08422946456
359	0.08421042308
360	0.08419632683
361	0.08417441182
362	0.08416182789
363	0.08414288413
364	0.08414089074
365	0.08410277483
366	0.08407884494
367	0.08404036516
368	0.08399410619
369	0.08397730384
370	0.0839516887
371	0.08393897305
372	0.08391053012
373	0.08387637421
374	0.08384239853
375	0.08383349079
376	0.08380673985
377	0.08376637074
378	0.08375500966
379	0.08372734719
380	0.08369763546
381	0.08366841897
382	0.0836236328
383	0.08360241264
384	0.08358721987
385	0.08354624668
386	0.08352145983
387	0.08348792581
388	0.08345720313
389	0.083443161
390	0.08341103016
391	0.08337539195
392	0.08333293197
393	0.08329431132
394	0.08327205898
395	0.0832530872
396	0.0832212444
397	0.08320333562
398	0.08316707102
399	0.08315092068
400	0.08313233362
401	0.08310983615
402	0.08308763405
403	0.08306057531
404	0.08303974855
405	0.08303389256
406	0.08302692556
407	0.08302543936
408	0.0830248589
409	0.08301855627
410	0.08299290776
411	0.08297690529
412	0.0829463761
413	0.08292594555
414	0.08290647432
415	0.08286479393
416	0.08283183685
417	0.08280680699
418	0.08277717855
419	0.08277557968
420	0.0827492491
421	0.08272720784
422	0.08270611782
423	0.08267346127
424	0.08264664331
425	0.08261867607
426	0.08257687458
427	0.08256076141
428	0.08255945614
429	0.08253262234
430	0.08251265902
431	0.08248606942
432	0.08245190682
433	0.08242034275
434	0.08241488241
435	0.08241400981
436	0.08239555431
437	0.08237117423
438	0.08236136119
439	0.0823365126
440	0.08233603831
441	0.08231988581
442	0.082306182
443	0.08228208011
444	0.08224690246
445	0.08222245559
446	0.0821977045
447	0.08216447445
448	0.08216249547
449	0.08213870458
450	0.08211662662
451	0.08209306866
452	0.08207362619
453	0.08204436663
454	0.08202226084
455	0.08200477672
456	0.08198857063
457	0.08197040994
458	0.08194947661
459	0.08190468736
460	0.08189017611
461	0.08186466456
462	0.08184920905
463	0.08182072034
464	0.08180950003
465	0.08179285778
466	0.08177381293
467	0.08176533176
468	0.08174083215
469	0.08172215747
470	0.0817041975
471	0.08168548362
472	0.08167663522
473	0.08166518373
474	0.08163292242
475	0.08160812697
476	0.08159742601
477	0.08157605614
478	0.08155597142
479	0.08154373524
480	0.08151950001
481	0.08151328435
482	0.08149504777
483	0.0814687855
484	0.08145023883
485	0.08144416794
486	0.08143946959
487	0.08141639196
488	0.08140297892
489	0.08137914376
490	0.08136209819
491	0.0813460505
492	0.08133532418
493	0.08131796084
494	0.08130710341
495	0.08130690016
496	0.08128197492
497	0.08126417727
498	0.08124728879
499	0.0812140921
500	0.08119451975
501	0.08116634487
502	0.08113442774
503	0.08112155705
504	0.08110374048
505	0.08109389547
506	0.08107753162
507	0.08107717039
508	0.081059738
509	0.08104570499
510	0.08102171546
511	0.08100957915
512	0.08098654466
513	0.08096689531
514	0.08095204415
515	0.08093226143
516	0.08090757219
517	0.08089451861
518	0.08088861639
519	0.08086486764
520	0.08084195793
521	0.0808304581
522	0.08081843723
523	0.08080897919
524	0.08079296983
525	0.08076653058
526	0.08075781749
527	0.08072616814
528	0.08070917717
529	0.0806931279
530	0.08069249751
531	0.08068181869
532	0.08065868758
533	0.08064397662
534	0.08062670943
535	0.08061268192
536	0.08058997681
537	0.08058253255
538	0.08056613785
539	0.08055258361
540	0.08053993153
541	0.08052698016
542	0.08050417941
543	0.08048428245
544	0.08047441842
545	0.08045712646
546	0.08043861548
547	0.08041731486
548	0.08040149918
549	0.08040069048
550	0.08037852211
551	0.08036448019
552	0.08035498783
553	0.08035229222
554	0.08034231831
555	0.08032408709
556	0.0803098425
557	0.08029346276
558	0.08027348177
559	0.08024873593
560	0.08024623042
561	0.08024398385
562	0.0802238948
563	0.08021950566
564	0.08020196446
565	0.08019561714
566	0.08015918817
567	0.08015889614
568	0.08015647412
569	0.08012591387
570	0.08011307855
571	0.08008956514
572	0.08006874845
573	0.08006821978
574	0.08004832704
575	0.08003022665
576	0.08000749727
577	0.07999797571
578	0.07997942507
579	0.07994703105
580	0.07993393807
581	0.07992104421
582	0.07990930022
583	0.07989979184
584	0.07988599565
585	0.07987390602
586	0.07986488192
587	0.07984821015
588	0.07984745126
589	0.07982753517
590	0.07981472888
591	0.07979920567
592	0.07978149325
593	0.07978109385
594	0.07976686475
595	0.07975877555
596	0.07974251267
597	0.07972286026
598	0.07971823099
599	0.0797141044
600	0.0797137119
601	0.07969128821
602	0.07967185383
603	0.07966139558
604	0.07966127328
605	0.07965038619
606	0.07963986804
607	0.07963656173
608	0.07963070814
609	0.07962605212
610	0.0796113507
611	0.07960217917
612	0.07958983055
613	0.07958173739
614	0.07956622687
615	0.07955559199
616	0.07954295383
617	0.0795215045
618	0.0794966875
619	0.079482218
620	0.07946940231
621	0.07945273979
622	0.07945210335
623	0.07942835355
624	0.07942105177
625	0.07941203865
626	0.07940405853
627	0.07937596673
628	0.07936482027
629	0.07934273838
630	0.079328549
631	0.07932838299
632	0.07932564528
633	0.07931001661
634	0.07929444529
635	0.07928091294
636	0.07926608461
637	0.0792398212
638	0.07921644681
639	0.07919838721
640	0.07918852186
641	0.07918162551
642	0.0791708112
643	0.0791694115
644	0.07915603473
645	0.07914635624
646	0.0791242753
647	0.07910958217
648	0.07908318534
649	0.0790547365
650	0.07902178437
651	0.07900936607
652	0.07899847717
653	0.07898418602
654	0.07897794324
655	0.07897492703
656	0.0789572963
657	0.07894644796
658	0.07893329873
659	0.07891711039
660	0.07890900209
661	0.07890241636
662	0.0788923656
663	0.07887956048
664	0.07885027004
665	0.07882663916
666	0.07881629429
667	0.07880700975
668	0.07879654843
669	0.07879410148
670	0.07877227834
671	0.0787598937
672	0.07875671982
673	0.07874309222
674	0.07873564076
675	0.07872580279
676	0.07871698133
677	0.07869278314
678	0.07868046985
679	0.07866002752
680	0.07864980142
681	0.07863506542
682	0.07862136517
683	0.07860756047
684	0.0785872649
685	0.0785731394
686	0.07856113302
687	0.07854441234
688	0.07853639437
689	0.07852708458
690	0.07850357131
691	0.07848055913
692	0.07846883128
693	0.07845443066
694	0.07845424999
695	0.07845058174
696	0.07843673466
697	0.07842337627
698	0.07841120757
699	0.07840303788
700	0.07838541837
701	0.07838210224
702	0.07836501365
703	0.07834303995
704	0.0783324361
705	0.07830494108
706	0.0782962842
707	0.07829328384
708	0.07828423838
709	0.07827657773
710	0.07827083991
711	0.07825217651
712	0.07824502743
713	0.07824307206
714	0.07822840792
715	0.07822148316
716	0.07820998197
717	0.07819443927
718	0.07818210354
719	0.07818015462
720	0.0781645787
721	0.07815156147
722	0.07814841629
723	0.07813693861
724	0.07812167895
725	0.07810161511
726	0.07809392745
727	0.07807632013
728	0.0780678158
729	0.07804730605
730	0.0780366678
731	0.07801125863
732	0.07800047443
733	0.07798883113
734	0.07798086295
735	0.07796985373
736	0.07796180228
737	0.07794829751
738	0.07794084142
739	0.07792439385
740	0.07791594714
741	0.07791112719
742	0.07789990558
743	0.0778914249
744	0.0778912322
745	0.07788180281
746	0.07786142533
747	0.07784364411
748	0.07783567998
749	0.0778331612
750	0.07782949999
751	0.07781420595
752	0.07779862136
753	0.0777794989
754	0.07776089066
755	0.07773909611
756	0.07773332401
757	0.07772448267
758	0.07771751641
759	0.07769688934
760	0.07767312582
761	0.07766503125
762	0.07765435144
763	0.07764951374
764	0.07764394742
765	0.07763073526
766	0.07760593494
767	0.07759367789
768	0.07758355886
769	0.07757086977
770	0.07756214092
771	0.07755332814
772	0.07755290408
773	0.0775357167
774	0.07753115873
775	0.07753054253
776	0.07752214905
777	0.07751605524
778	0.07750814378
779	0.07749321779
780	0.07748736259
781	0.07748202235
782	0.07746003238
783	0.07744098666
784	0.07741625647
785	0.07740918171
786	0.07740694278
787	0.07739850017
788	0.07737621798
789	0.07736332199
790	0.07735479334
791	0.07734463547
792	0.07732237779
793	0.07731100918
794	0.07730476992
795	0.07729710151
796	0.07727804612
797	0.07726988111
798	0.07724937027
799	0.07722946954
800	0.07722173741
801	0.07721175754
802	0.07720455613
803	0.07720240609
804	0.07719086786
805	0.07718835297
806	0.07717930127
807	0.07716919757
808	0.07716202041
809	0.0771554875
810	0.07715183323
811	0.07714760871
812	0.07714161486
813	0.07712515505
814	0.07710963795
815	0.07710909719
816	0.07709912056
817	0.07708242653
818	0.07707598906
819	0.07706227251
820	0.0770520956
821	0.077018401
822	0.07700728991
823	0.07699878195
824	0.07699687071
825	0.07698960319
826	0.07697176819
827	0.07696054702
828	0.07694241055
829	0.07693163203
830	0.07691802789
831	0.07689407579
832	0.07687996304
833	0.07687425192
834	0.07686242283
835	0.0768454847
836	0.07683069718
837	0.07682203316
838	0.07682165712
839	0.07680853949
840	0.0767963475
841	0.07678961023
842	0.07677344515
843	0.07676625408
844	0.07674988876
845	0.07674687244
846	0.07674657172
847	0.07674629638
848	0.07672854575
849	0.07671183819
850	0.07669548681
851	0.07669456906
852	0.07668711833
853	0.0766676574
854	0.07665894235
855	0.07664351032
856	0.07663156462
857	0.07661833743
858	0.07659662093
859	0.07658708323
860	0.07656859519
861	0.07655742771
862	0.07654325713
863	0.07653718133
864	0.0765267587
865	0.07650839477
866	0.07649537678
867	0.07649500759
868	0.07648342022
869	0.07647312467
870	0.07646304186
871	0.07645499122
872	0.07644202403
873	0.07642953598
874	0.07641056558
875	0.07640001884
876	0.07639939194
877	0.07638866969
878	0.07637507245
879	0.07636458503
880	0.07635823306
881	0.07634792914
882	0.07633450122
883	0.07632748049
884	0.07631602016
885	0.07629606164
886	0.07629023983
887	0.0762735746
888	0.07626599261
889	0.07625687133
890	0.07624759752
891	0.076243251
892	0.07624310621
893	0.07623625079
894	0.07622936928
895	0.07621414004
896	0.07620635609
897	0.07620047663
898	0.07619482047
899	0.07618324781
900	0.07616305481
901	0.07616287868
902	0.07615837341
903	0.07614217889
904	0.07612795819
905	0.07610824023
906	0.07610257862
907	0.07608515009
908	0.07607111486
909	0.07606344001
910	0.07605604167
911	0.07604145503
912	0.07602858845
913	0.07601870875
914	0.07601277067
915	0.07599409051
916	0.0759878482
917	0.07598004199
918	0.07597111111
919	0.07596204218
920	0.07595402278
921	0.07595021598
922	0.0759268219
923	0.07592671406
924	0.07592489615
925	0.0759192454
926	0.07590100971
927	0.07589239673
928	0.07588534102
929	0.07587525723
930	0.07587512679
931	0.07586214777
932	0.07584632935
933	0.07584619256
934	0.07582912923
935	0.07580777025
936	0.07580032825
937	0.07580010027
938	0.0757832362
939	0.07578305355
940	0.07578213209
941	0.07576433289
942	0.07575475328
943	0.07575075397
944	0.07573876531
945	0.07572546271
946	0.07572370914
947	0.07571862231
948	0.07570703288
949	0.07568798401
950	0.07568460568
951	0.07567961411
952	0.07567825824
953	0.07566516351
954	0.07566503912
955	0.07565909185
956	0.07563464569
957	0.07562906857
958	0.07562656551
959	0.0756194204
960	0.07560977486
961	0.07560064065
962	0.07559533396
963	0.07559518474
964	0.07557324833
965	0.07556013892
966	0.07554881374
967	0.07554056914
968	0.07553568453
969	0.07552400868
970	0.07551542318
971	0.07550879447
972	0.07550223281
973	0.07549776049
974	0.07548683831
975	0.07548562825
976	0.07548373964
977	0.07547133185
978	0.07546106705
979	0.07545059266
980	0.07544115134
981	0.07542715626
982	0.07542117303
983	0.07540264569
984	0.07538880745
985	0.07538661851
986	0.07537885968
987	0.07537565992
988	0.07537461275
989	0.07535894823
990	0.07534208533
991	0.07534001384
992	0.07532996193
993	0.07532711066
994	0.07532281594
995	0.07531812472
996	0.07530160648
997	0.07529699372
998	0.0752967754
999	0.07528507187
